School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_All,Yield_All,Acceptance_Other,Yield_Other,Acceptance_Unknown,Yield_Unknown,Acceptance_Male,Yield_Male,Acceptance_Female,Yield_Female
ARAGON HIGH SCHOOL,San Mateo,San Mateo,192.0,83.0,100.0,0.0,0.0,13.0,6.0,5.0,0,0,10.0,5.0,5.0,0,0,0.06770833333333333,0.7692307692307693,0.0,0.0,0.0,0.0,0.05,1.0,0.07228915662650602,0.8333333333333334
WESTMOOR HIGH SCHOOL,Daly City,San Mateo,62.0,31.0,29.0,0.0,0.0,6.0,3.0,3.0,0,0,3.0,0.0,0.0,0,0,0.0967741935483871,0.5,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0967741935483871,0.0
SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,99.0,57.0,40.0,0.0,0.0,8.0,3.0,5.0,0,0,3.0,0.0,0.0,0,0,0.08080808080808081,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.05263157894736842,0.0
SANTA YNEZ VALLEY UNION HS,Santa Ynez,Santa Barbara,28.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCUTT ACADEMY CHARTER HIGH SCHOOL,Orcutt,Santa Barbara,26.0,15.0,9.0,0.0,0.0,10.0,6.0,4.0,0,0,6.0,4.0,0.0,0,0,0.38461538461538464,0.6,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.4,0.6666666666666666
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,162.0,78.0,75.0,0.0,0.0,17.0,9.0,6.0,0,0,7.0,0.0,4.0,0,0,0.10493827160493827,0.4117647058823529,0.0,0.0,0.0,0.0,0.08,0.6666666666666666,0.11538461538461539,0.0
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,23.0,15.0,8.0,0.0,0.0,5.0,4.0,0.0,0,0,3.0,0.0,0.0,0,0,0.21739130434782608,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,42.0,23.0,19.0,0.0,0.0,5.0,0.0,4.0,0,0,4.0,0.0,3.0,0,0,0.11904761904761904,0.8,0.0,0.0,0.0,0.0,0.21052631578947367,0.75,0.0,0.0
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIONEER VALLEY HIGH SCHOOL,Santa Maria,Santa Barbara,59.0,39.0,19.0,0.0,0.0,6.0,5.0,0.0,0,0,4.0,3.0,0.0,0,0,0.1016949152542373,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.6
LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,37.0,22.0,15.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,136.0,79.0,55.0,0.0,0.0,11.0,8.0,3.0,0,0,10.0,8.0,0.0,0,0,0.08088235294117647,0.9090909090909091,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.10126582278481013,1.0
SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,76.0,46.0,29.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.05263157894736842,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0
ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,43.0,16.0,27.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,35.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,297.0,118.0,160.0,5.0,14.0,24.0,7.0,16.0,0,0,14.0,4.0,10.0,0,0,0.08080808080808081,0.5833333333333334,0.0,0.0,0.0,0.0,0.1,0.625,0.059322033898305086,0.5714285714285714
SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,130.0,68.0,57.0,0.0,0.0,11.0,0.0,8.0,0,0,6.0,0.0,5.0,0,0,0.08461538461538462,0.5454545454545454,0.0,0.0,0.0,0.0,0.14035087719298245,0.625,0.0,0.0
SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,106.0,54.0,43.0,0.0,0.0,11.0,3.0,6.0,0,0,5.0,0.0,3.0,0,0,0.10377358490566038,0.45454545454545453,0.0,0.0,0.0,0.0,0.13953488372093023,0.5,0.05555555555555555,0.0
HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,23.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YERBA BUENA HIGH SCHOOL,San Jose,Santa Clara,75.0,39.0,31.0,0.0,0.0,10.0,4.0,6.0,0,0,4.0,0.0,0.0,0,0,0.13333333333333333,0.4,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.10256410256410256,0.0
MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,23.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,145.0,71.0,65.0,0.0,0.0,12.0,9.0,0.0,0,0,9.0,7.0,0.0,0,0,0.08275862068965517,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605633802817,0.7777777777777778
MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,208.0,104.0,96.0,0.0,0.0,17.0,6.0,10.0,0,0,9.0,4.0,5.0,0,0,0.08173076923076923,0.5294117647058824,0.0,0.0,0.0,0.0,0.10416666666666667,0.5,0.057692307692307696,0.6666666666666666
ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,95.0,38.0,53.0,0.0,0.0,8.0,0.0,6.0,0,0,6.0,0.0,4.0,0,0,0.08421052631578947,0.75,0.0,0.0,0.0,0.0,0.11320754716981132,0.6666666666666666,0.0,0.0
MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,327.0,159.0,140.0,0.0,0.0,28.0,14.0,11.0,0,0,16.0,10.0,6.0,0,0,0.0856269113149847,0.5714285714285714,0.0,0.0,0.0,0.0,0.07857142857142857,0.5454545454545454,0.0880503144654088,0.7142857142857143
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,41.0,22.0,19.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,3.0,0.0,0,0,0.0975609756097561,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0
SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,226.0,102.0,104.0,0.0,0.0,20.0,8.0,12.0,0,0,8.0,4.0,4.0,0,0,0.08849557522123894,0.4,0.0,0.0,0.0,0.0,0.11538461538461539,0.3333333333333333,0.0784313725490196,0.5
PIONEER HIGH SCHOOL,San Jose,Santa Clara,36.0,25.0,9.0,0.0,0.0,5.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
PROSPECT HIGH SCHOOL,Saratoga,Santa Clara,95.0,48.0,43.0,0.0,0.0,12.0,4.0,8.0,0,0,6.0,3.0,3.0,0,0,0.12631578947368421,0.5,0.0,0.0,0.0,0.0,0.18604651162790697,0.375,0.08333333333333333,0.75
PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,295.0,119.0,145.0,11.0,20.0,27.0,9.0,16.0,0,0,10.0,6.0,4.0,0,0,0.09152542372881356,0.37037037037037035,0.0,0.0,0.0,0.0,0.1103448275862069,0.25,0.07563025210084033,0.6666666666666666
SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,100.0,53.0,42.0,0.0,0.0,9.0,6.0,3.0,0,0,5.0,4.0,0.0,0,0,0.09,0.5555555555555556,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.11320754716981132,0.6666666666666666
JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,9.0,8.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,311.0,132.0,140.0,5.0,34.0,23.0,11.0,7.0,0,0,9.0,5.0,4.0,0,0,0.07395498392282958,0.391304347826087,0.0,0.0,0.0,0.0,0.05,0.5714285714285714,0.08333333333333333,0.45454545454545453
MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,22.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILPITAS MIDDLE COLLEGE HS,Milpitas,Santa Clara,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIPP SAN JOSE COLLEGIATE,San Jose,Santa Clara,50.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,31.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIPP NAVIGATE COLLEGE PREP,San Jose,Santa Clara,20.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GILROY HIGH SCHOOL,Gilroy,Santa Clara,27.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,137.0,65.0,66.0,0.0,0.0,13.0,5.0,8.0,0,0,6.0,0.0,5.0,0,0,0.0948905109489051,0.46153846153846156,0.0,0.0,0.0,0.0,0.12121212121212122,0.625,0.07692307692307693,0.0
ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,87.0,51.0,31.0,0.0,0.0,7.0,3.0,4.0,0,0,6.0,3.0,3.0,0,0,0.08045977011494253,0.8571428571428571,0.0,0.0,0.0,0.0,0.12903225806451613,0.75,0.058823529411764705,1.0
LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,213.0,99.0,105.0,0.0,0.0,19.0,7.0,11.0,0,0,11.0,4.0,7.0,0,0,0.0892018779342723,0.5789473684210527,0.0,0.0,0.0,0.0,0.10476190476190476,0.6363636363636364,0.0707070707070707,0.5714285714285714
LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,22.0,12.0,9.0,0.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,0.0,0,0,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,26.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,55.0,30.0,21.0,0.0,0.0,5.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LELAND HIGH SCHOOL,San Jose,Santa Clara,195.0,78.0,102.0,0.0,0.0,16.0,4.0,11.0,0,0,8.0,3.0,5.0,0,0,0.08205128205128205,0.5,0.0,0.0,0.0,0.0,0.10784313725490197,0.45454545454545453,0.05128205128205128,0.75
LEIGH HIGH SCHOOL,San Jose,Santa Clara,192.0,77.0,104.0,0.0,0.0,20.0,13.0,7.0,0,0,11.0,7.0,4.0,0,0,0.10416666666666667,0.55,0.0,0.0,0.0,0.0,0.0673076923076923,0.5714285714285714,0.16883116883116883,0.5384615384615384
WILLIAM C OVERFELT HIGH SCHOOL,San Jose,Santa Clara,26.0,15.0,11.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
SAN JOSE HIGH SCHOOL,San Jose,Santa Clara,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,274.0,111.0,141.0,9.0,13.0,27.0,11.0,14.0,0,0,7.0,4.0,3.0,0,0,0.09854014598540146,0.25925925925925924,0.0,0.0,0.0,0.0,0.09929078014184398,0.21428571428571427,0.0990990990990991,0.36363636363636365
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,298.0,124.0,147.0,5.0,22.0,27.0,10.0,14.0,0,0,14.0,8.0,6.0,0,0,0.09060402684563758,0.5185185185185185,0.0,0.0,0.0,0.0,0.09523809523809523,0.42857142857142855,0.08064516129032258,0.8
WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,70.0,42.0,25.0,0.0,0.0,7.0,5.0,0.0,0,0,4.0,3.0,0.0,0,0,0.1,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.6
ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,29.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTMONT HIGH SCHOOL,Campbell,Santa Clara,110.0,53.0,50.0,0.0,0.0,8.0,4.0,3.0,0,0,4.0,3.0,0.0,0,0,0.07272727272727272,0.5,0.0,0.0,0.0,0.0,0.06,0.0,0.07547169811320754,0.75
LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,314.0,152.0,149.0,7.0,6.0,23.0,9.0,13.0,0,0,12.0,5.0,7.0,0,0,0.0732484076433121,0.5217391304347826,0.0,0.0,0.0,0.0,0.087248322147651,0.5384615384615384,0.05921052631578947,0.5555555555555556
APTOS HIGH SCHOOL,Aptos,Santa Cruz,58.0,25.0,30.0,0.0,0.0,5.0,0.0,3.0,0,0,5.0,0.0,3.0,0,0,0.08620689655172414,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0
PAJARO VALLEY HS,Watsonville,Santa Cruz,28.0,17.0,10.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,73.0,39.0,30.0,0.0,0.0,8.0,0.0,8.0,0,0,4.0,0.0,4.0,0,0,0.1095890410958904,0.5,0.0,0.0,0.0,0.0,0.26666666666666666,0.5,0.0,0.0
SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATSONVILLE HIGH SCHOOL,Watsonville,Santa Cruz,49.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,54.0,28.0,26.0,0.0,0.0,5.0,0.0,3.0,0,0,3.0,0.0,0.0,0,0,0.09259259259259259,0.6,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0
HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,25.0,18.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,40.0,16.0,20.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,35.0,19.0,14.0,0.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.11428571428571428,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,15.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTERPRISE HIGH SCHOOL,Redding,Shasta,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,39.0,29.0,10.0,0.0,0.0,4.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.10256410256410256,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.75
SHASTA HIGH SCHOOL,Redding,Shasta,16.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST VALLEY HIGH SCHOOL,Cottonwood,Shasta,32.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YREKA HIGH SCHOOL,Yreka,Siskiyou,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEED HIGH SCHOOL,Weed,Siskiyou,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,16.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,79.0,41.0,34.0,0.0,0.0,9.0,4.0,5.0,0,0,9.0,4.0,5.0,0,0,0.11392405063291139,1.0,0.0,0.0,0.0,0.0,0.14705882352941177,1.0,0.0975609756097561,1.0
GRIFFIN ACADEMY HIGH SCHOOL,Vallejo,Solano,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALLEJO HIGH SCHOOL,Vallejo,Solano,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANDEN HIGH SCHOOL,Fairfield,Solano,47.0,27.0,18.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENICIA HIGH SCHOOL,Benicia,Solano,61.0,30.0,30.0,0.0,0.0,6.0,4.0,0.0,0,0,5.0,3.0,0.0,0,0,0.09836065573770492,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.75
ARMIJO HIGH SCHOOL,Fairfield,Solano,22.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARE ISLAND TECHNOLOGY ACADEMY,Vallejo,Solano,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,28.0,20.0,8.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
VACAVILLE HIGH SCHOOL,Vacaville,Solano,39.0,24.0,14.0,0.0,0.0,7.0,5.0,0.0,0,0,4.0,3.0,0.0,0,0,0.1794871794871795,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.6
WILL C WOOD HIGH SCHOOL,Vacaville,Solano,25.0,8.0,14.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIXON HIGH SCHOOL,Dixon,Solano,22.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREDO HIGH SCHOOL ARTS/LETTERS/SCI,Rohnert Park,Sonoma,13.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSELAND COLLEGIATE PREP,Santa Rosa,Sonoma,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINER HIGH SCHOOL,Santa Rosa,Sonoma,14.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,44.0,22.0,21.0,0.0,0.0,4.0,4.0,0.0,0,0,4.0,4.0,0.0,0,0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0
HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,31.0,15.0,15.0,0.0,0.0,5.0,3.0,0.0,0,0,4.0,3.0,0.0,0,0,0.16129032258064516,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0
SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,33.0,25.0,7.0,0.0,0.0,7.0,6.0,0.0,0,0,0.0,0.0,0.0,0,0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,24.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINDSOR HIGH SCHOOL,Windsor,Sonoma,44.0,26.0,15.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.09090909090909091,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANCHO COTATE HIGH SCHOOL,Rohnert Park,Sonoma,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PETALUMA HIGH SCHOOL,Petaluma,Sonoma,40.0,23.0,17.0,0.0,0.0,4.0,3.0,0.0,0,0,4.0,3.0,0.0,0,0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,1.0
MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,59.0,38.0,19.0,0.0,0.0,8.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0
ANALY HIGH SCHOOL,Sebastopol,Sonoma,32.0,17.0,15.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
