School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_All,Yield_All,Acceptance_Other,Yield_Other,Acceptance_Unknown,Yield_Unknown,Acceptance_Male,Yield_Male,Acceptance_Female,Yield_Female
SANTA ANA HIGH SCHOOL,Santa Ana,Orange,84.0,49.0,35.0,0.0,0.0,7.0,6.0,0.0,0,0,4.0,4.0,0.0,0,0,0.08333333333333333,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.6666666666666666
MAGNOLIA SCIENCE ACADEMY-SANTA ANA,Santa Ana,Orange,21.0,13.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BREA OLINDA HIGH SCHOOL,Brea,Orange,110.0,50.0,59.0,0.0,0.0,14.0,6.0,8.0,0,0,7.0,0.0,5.0,0,0,0.12727272727272726,0.5,0.0,0.0,0.0,0.0,0.13559322033898305,0.625,0.12,0.0
EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,19.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,101.0,56.0,45.0,0.0,0.0,8.0,4.0,4.0,0,0,3.0,0.0,0.0,0,0,0.07920792079207921,0.375,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.07142857142857142,0.0
VILLA PARK HIGH SCHOOL,Villa Park,Orange,78.0,40.0,35.0,0.0,0.0,5.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.0641025641025641,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0
KATELLA HIGH SCHOOL,Anaheim,Orange,73.0,43.0,28.0,0.0,0.0,6.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.0
PACIFICA HIGH SCHOOL,Garden Grove,Orange,54.0,34.0,19.0,0.0,0.0,5.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.09259259259259259,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.75
MAGNOLIA HIGH SCHOOL,Anaheim,Orange,51.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMUELI ACADEMY,Santa Ana,Orange,33.0,19.0,12.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORANGE HIGH SCHOOL,Orange,Orange,36.0,16.0,17.0,0.0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0
SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,149.0,73.0,66.0,0.0,0.0,12.0,6.0,6.0,0,0,9.0,4.0,5.0,0,0,0.08053691275167785,0.75,0.0,0.0,0.0,0.0,0.09090909090909091,0.8333333333333334,0.0821917808219178,0.6666666666666666
SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,45.0,27.0,18.0,0.0,0.0,6.0,5.0,0.0,0,0,5.0,4.0,0.0,0,0,0.13333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.8
EL MODENA HIGH SCHOOL,Orange,Orange,46.0,21.0,23.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA HABRA HIGH SCHOOL,La Habra,Orange,60.0,31.0,27.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,75.0,40.0,33.0,0.0,0.0,9.0,4.0,5.0,0,0,5.0,0.0,3.0,0,0,0.12,0.5555555555555556,0.0,0.0,0.0,0.0,0.15151515151515152,0.6,0.1,0.0
HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,152.0,89.0,59.0,0.0,0.0,15.0,8.0,5.0,0,0,10.0,6.0,4.0,0,0,0.09868421052631579,0.6666666666666666,0.0,0.0,0.0,0.0,0.0847457627118644,0.8,0.0898876404494382,0.75
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,157.0,79.0,62.0,0.0,0.0,15.0,7.0,6.0,0,0,9.0,5.0,4.0,0,0,0.09554140127388536,0.6,0.0,0.0,0.0,0.0,0.0967741935483871,0.6666666666666666,0.08860759493670886,0.7142857142857143
WESTMINSTER HIGH SCHOOL,Westminster,Orange,121.0,69.0,52.0,0.0,0.0,10.0,6.0,4.0,0,0,8.0,5.0,3.0,0,0,0.08264462809917356,0.8,0.0,0.0,0.0,0.0,0.07692307692307693,0.75,0.08695652173913043,0.8333333333333334
RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,65.0,33.0,29.0,0.0,0.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,102.0,52.0,39.0,0.0,0.0,12.0,8.0,4.0,0,0,9.0,5.0,4.0,0,0,0.11764705882352941,0.75,0.0,0.0,0.0,0.0,0.10256410256410256,1.0,0.15384615384615385,0.625
CA ONLINE PUBLIC SCHOOLS SOUTHRN CA,San Juan Capistrano,Orange,38.0,24.0,13.0,0.0,0.0,8.0,4.0,3.0,0,0,5.0,0.0,3.0,0,0,0.21052631578947367,0.625,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.16666666666666666,0.0
PORTOLA HIGH SCHOOL,Irvine,Orange,330.0,159.0,155.0,6.0,10.0,27.0,13.0,13.0,0,0,15.0,8.0,7.0,0,0,0.08181818181818182,0.5555555555555556,0.0,0.0,0.0,0.0,0.08387096774193549,0.5384615384615384,0.08176100628930817,0.6153846153846154
ADVANCED LEARNING ACADEMY,Santa Ana,Orange,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTERN HIGH SCHOOL,Anaheim,Orange,35.0,20.0,15.0,0.0,0.0,3.0,3.0,0.0,0,0,3.0,3.0,0.0,0,0,0.08571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0
ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,240.0,159.0,61.0,9.0,11.0,38.0,26.0,9.0,0,0,15.0,12.0,0.0,0,0,0.15833333333333333,0.39473684210526316,0.0,0.0,0.0,0.0,0.14754098360655737,0.0,0.16352201257861634,0.46153846153846156
NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVANNA HIGH SCHOOL,Anaheim,Orange,47.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,38.0,26.0,12.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.07894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,61.0,33.0,25.0,0.0,0.0,10.0,7.0,3.0,0,0,7.0,4.0,3.0,0,0,0.16393442622950818,0.7,0.0,0.0,0.0,0.0,0.12,1.0,0.21212121212121213,0.5714285714285714
OXFORD ACADEMY,Cypress,Orange,145.0,77.0,63.0,0.0,0.0,12.0,9.0,0.0,0,0,8.0,6.0,0.0,0,0,0.08275862068965517,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.11688311688311688,0.6666666666666666
TUSTIN CONNECT,Tustin,Orange,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,185.0,104.0,73.0,0.0,0.0,19.0,11.0,7.0,0,0,9.0,5.0,4.0,0,0,0.10270270270270271,0.47368421052631576,0.0,0.0,0.0,0.0,0.0958904109589041,0.5714285714285714,0.10576923076923077,0.45454545454545453
EL TORO HIGH SCHOOL,Lake Forest,Orange,76.0,33.0,42.0,0.0,0.0,6.0,4.0,0.0,0,0,5.0,3.0,0.0,0,0,0.07894736842105263,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.75
EXCEL ACADEMY CHARTER SCH-HELENDALE,Irvine,Orange,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOARA HIGH SCHOOL,Anaheim,Orange,56.0,37.0,18.0,0.0,0.0,5.0,4.0,0.0,0,0,4.0,3.0,0.0,0,0,0.08928571428571429,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.75
ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,172.0,88.0,77.0,0.0,0.0,16.0,13.0,0.0,0,0,7.0,7.0,0.0,0,0,0.09302325581395349,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.14772727272727273,0.5384615384615384
VALENCIA HIGH SCHOOL,Placentia,Orange,153.0,76.0,68.0,0.0,0.0,14.0,6.0,7.0,0,0,9.0,6.0,3.0,0,0,0.0915032679738562,0.6428571428571429,0.0,0.0,0.0,0.0,0.10294117647058823,0.42857142857142855,0.07894736842105263,1.0
JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,41.0,25.0,14.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.0975609756097561,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
WOODBRIDGE HIGH SCHOOL,Irvine,Orange,213.0,122.0,85.0,0.0,0.0,20.0,14.0,6.0,0,0,11.0,10.0,0.0,0,0,0.09389671361502347,0.55,0.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.11475409836065574,0.7142857142857143
SONORA HIGH SCHOOL,La Habra,Orange,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUSTIN HIGH SCHOOL,Tustin,Orange,56.0,30.0,24.0,0.0,0.0,6.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
ANAHEIM HIGH SCHOOL,Anaheim,Orange,101.0,58.0,41.0,0.0,0.0,9.0,7.0,0.0,0,0,7.0,5.0,0.0,0,0,0.0891089108910891,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.1206896551724138,0.7142857142857143
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,38.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,88.0,50.0,38.0,0.0,0.0,10.0,7.0,3.0,0,0,6.0,4.0,0.0,0,0,0.11363636363636363,0.6,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.14,0.5714285714285714
TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,109.0,49.0,59.0,0.0,0.0,10.0,3.0,7.0,0,0,8.0,0.0,6.0,0,0,0.09174311926605505,0.8,0.0,0.0,0.0,0.0,0.11864406779661017,0.8571428571428571,0.061224489795918366,0.0
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,129.0,55.0,69.0,0.0,0.0,15.0,5.0,9.0,0,0,11.0,5.0,6.0,0,0,0.11627906976744186,0.7333333333333333,0.0,0.0,0.0,0.0,0.13043478260869565,0.6666666666666666,0.09090909090909091,1.0
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,131.0,61.0,65.0,0.0,0.0,11.0,5.0,6.0,0,0,8.0,3.0,5.0,0,0,0.08396946564885496,0.7272727272727273,0.0,0.0,0.0,0.0,0.09230769230769231,0.8333333333333334,0.08196721311475409,0.6
IRVINE HIGH SCHOOL,Irvine,Orange,219.0,94.0,112.0,0.0,0.0,18.0,10.0,8.0,0,0,11.0,5.0,6.0,0,0,0.0821917808219178,0.6111111111111112,0.0,0.0,0.0,0.0,0.07142857142857142,0.75,0.10638297872340426,0.5
CYPRESS HIGH SCHOOL,Cypress,Orange,200.0,109.0,85.0,0.0,0.0,18.0,5.0,12.0,0,0,14.0,3.0,10.0,0,0,0.09,0.7777777777777778,0.0,0.0,0.0,0.0,0.1411764705882353,0.8333333333333334,0.045871559633027525,0.6
LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,65.0,27.0,33.0,0.0,0.0,8.0,4.0,3.0,0,0,5.0,3.0,0.0,0,0,0.12307692307692308,0.625,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.14814814814814814,0.75
SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,235.0,111.0,116.0,0.0,0.0,21.0,10.0,11.0,0,0,14.0,5.0,9.0,0,0,0.08936170212765958,0.6666666666666666,0.0,0.0,0.0,0.0,0.09482758620689655,0.8181818181818182,0.09009009009009009,0.5
DANA HILLS HIGH SCHOOL,Dana Point,Orange,89.0,37.0,47.0,0.0,0.0,10.0,6.0,3.0,0,0,8.0,4.0,3.0,0,0,0.11235955056179775,0.8,0.0,0.0,0.0,0.0,0.06382978723404255,1.0,0.16216216216216217,0.6666666666666666
YORBA LINDA HIGH SCHOOL,Yorba Linda,Orange,115.0,62.0,44.0,0.0,0.0,9.0,6.0,3.0,0,0,8.0,6.0,0.0,0,0,0.0782608695652174,0.8888888888888888,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0967741935483871,1.0
ESPERANZA HIGH SCHOOL,Anaheim,Orange,57.0,29.0,27.0,0.0,0.0,6.0,4.0,0.0,0,0,4.0,3.0,0.0,0,0,0.10526315789473684,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.75
TROY HIGH SCHOOL,Fullerton,Orange,359.0,173.0,165.0,5.0,16.0,34.0,16.0,15.0,0,0,9.0,6.0,3.0,0,0,0.0947075208913649,0.2647058823529412,0.0,0.0,0.0,0.0,0.09090909090909091,0.2,0.09248554913294797,0.375
LEGACY MAGNET ACADEMY,Tustin,Orange,49.0,16.0,31.0,0.0,0.0,8.0,0.0,5.0,0,0,5.0,0.0,0.0,0,0,0.16326530612244897,0.625,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.0
VISTA MERIDIAN GLOBAL ACADEMY,Santa Ana,Orange,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLN HIGH SCHOOL,Lincoln,Placer,37.0,27.0,10.0,0.0,0.0,5.0,4.0,0.0,0,0,3.0,0.0,0.0,0,0,0.13513513513513514,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0
OAKMONT HIGH SCHOOL,Roseville,Placer,35.0,18.0,16.0,0.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.11428571428571428,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,17.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODCREEK HIGH SCHOOL,Roseville,Placer,48.0,27.0,21.0,0.0,0.0,5.0,4.0,0.0,0,0,5.0,4.0,0.0,0,0,0.10416666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,1.0
WEST PARK HIGH SCHOOL,Roseville,Placer,63.0,35.0,24.0,0.0,0.0,6.0,5.0,0.0,0,0,3.0,3.0,0.0,0,0,0.09523809523809523,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.6
INDEPENDENCE HIGH SCHOOL,Roseville,Placer,24.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL ORO HIGH SCHOOL,Loomis,Placer,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITNEY HIGH SCHOOL,Rocklin,Placer,82.0,42.0,37.0,0.0,0.0,7.0,3.0,4.0,0,0,5.0,0.0,3.0,0,0,0.08536585365853659,0.7142857142857143,0.0,0.0,0.0,0.0,0.10810810810810811,0.75,0.07142857142857142,0.0
ROSEVILLE HIGH SCHOOL,Roseville,Placer,24.0,17.0,7.0,0.0,0.0,6.0,5.0,0.0,0,0,4.0,4.0,0.0,0,0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.8
WESTERN SIERRA COLLEGIATE ACAD,Rocklin,Placer,41.0,17.0,20.0,0.0,0.0,7.0,5.0,0.0,0,0,4.0,0.0,0.0,0,0,0.17073170731707318,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0
PLACER HIGH SCHOOL,Auburn,Placer,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,142.0,74.0,64.0,0.0,0.0,12.0,5.0,7.0,0,0,8.0,3.0,5.0,0,0,0.08450704225352113,0.6666666666666666,0.0,0.0,0.0,0.0,0.109375,0.7142857142857143,0.06756756756756757,0.6
TRUCKEE HIGH SCHOOL,Truckee,Placer,29.0,16.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROCKLIN HIGH SCHOOL,Rocklin,Placer,83.0,42.0,38.0,0.0,0.0,7.0,0.0,6.0,0,0,3.0,0.0,3.0,0,0,0.08433734939759036,0.42857142857142855,0.0,0.0,0.0,0.0,0.15789473684210525,0.5,0.0,0.0
TWELVE BRIDGES HIGH SCHOOL,Lincoln,Placer,16.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLFAX HIGH SCHOOL,Colfax,Placer,12.0,7.0,0.0,0.0,0.0,5.0,3.0,0.0,0,0,4.0,0.0,0.0,0,0,0.4166666666666667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
QUINCY JUNIOR SENIOR HIGH SCHOOL,Quincy,Plumas,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER SPRINGS CHARTER SCHOOL,Temecula,Riverside,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALO VERDE HIGH SCHOOL,Blythe,Riverside,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,18.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,93.0,53.0,39.0,0.0,0.0,8.0,4.0,4.0,0,0,4.0,0.0,0.0,0,0,0.08602150537634409,0.5,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.07547169811320754,0.0
HEMET HIGH SCHOOL,Hemet,Riverside,41.0,30.0,11.0,0.0,0.0,4.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.0975609756097561,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.75
LA QUINTA HIGH SCHOOL,La Quinta,Riverside,175.0,93.0,80.0,0.0,0.0,13.0,9.0,4.0,0,0,7.0,6.0,0.0,0,0,0.07428571428571429,0.5384615384615384,0.0,0.0,0.0,0.0,0.05,0.0,0.0967741935483871,0.6666666666666666
NUVIEW BRIDGE EARLY COLLEGE HS,Nuevo,Riverside,33.0,25.0,7.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
BANNING HIGH SCHOOL,Banning,Riverside,17.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JACINTO HIGH SCHOOL,San Jacinto,Riverside,55.0,37.0,18.0,0.0,0.0,5.0,3.0,0.0,0,0,4.0,3.0,0.0,0,0,0.09090909090909091,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,1.0
SAN JACINTO VALLEY ACADEMY,San Jacinto,Riverside,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,66.0,36.0,28.0,0.0,0.0,7.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.08333333333333333,0.0
MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,104.0,56.0,46.0,0.0,0.0,10.0,3.0,7.0,0,0,5.0,0.0,3.0,0,0,0.09615384615384616,0.5,0.0,0.0,0.0,0.0,0.15217391304347827,0.42857142857142855,0.05357142857142857,0.0
MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,65.0,45.0,14.0,0.0,0.0,5.0,4.0,0.0,0,0,4.0,4.0,0.0,0,0,0.07692307692307693,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,1.0
HAMILTON HIGH SCHOOL,Anza,Riverside,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDIO HIGH SCHOOL,Indio,Riverside,39.0,27.0,12.0,0.0,0.0,6.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1111111111111111,0.0
JURUPA VALLEY HIGH SCHOOL,Jurupa Valley,Riverside,37.0,21.0,15.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,52.0,32.0,18.0,0.0,0.0,7.0,5.0,0.0,0,0,5.0,4.0,0.0,0,0,0.1346153846153846,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.8
SAN JACINTO LEADERSHIP ACADEMY,San Jacinto,Riverside,19.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVERSIDE VIRTUAL SCHOOL,Riverside,Riverside,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,64.0,39.0,24.0,0.0,0.0,4.0,0.0,4.0,0,0,0.0,0.0,0.0,0,0,0.0625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
WEST SHORES HIGH SCHOOL,Thermal,Riverside,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELSINORE HIGH SCHOOL,Wildomar,Riverside,23.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAHQUITZ HIGH SCHOOL,Hemet,Riverside,28.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,48.0,32.0,16.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0
RANCHO VERDE HIGH SCHOOL,Moreno Valley,Riverside,77.0,44.0,32.0,0.0,0.0,9.0,4.0,5.0,0,0,7.0,0.0,5.0,0,0,0.11688311688311688,0.7777777777777778,0.0,0.0,0.0,0.0,0.15625,1.0,0.09090909090909091,0.0
WESTERN CENTER ACADEMY,Hemet,Riverside,23.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERRIS HIGH SCHOOL,Perris,Riverside,47.0,27.0,18.0,0.0,0.0,5.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0
RIVERSIDE STEM ACADEMY,Riverside,Riverside,34.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA ROSA ACADEMY,Menifee,Riverside,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
