School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_Other,Yield_Other,Acceptance_Male,Yield_Male,Acceptance_Unknown,Yield_Unknown,Acceptance_All,Yield_All,Acceptance_Female,Yield_Female
MEADOWS SCHOOL,Las Vegas,NV,28.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANCHO HIGH SCHOOL,Las Vegas,NV,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCLINE HIGH SCHOOL,Incline Village,NV,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTHWEST CAREER AND TECH ACAD,Las Vegas,NV,15.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVIDSON ACADEMY ONLINE,Reno,NV,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMONTE RANCH HIGH SCHOOL,Reno,NV,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROBERT MCQUEEN HIGH SCHOOL,Reno,NV,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,25.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Henderson,NV,13.0,5.0,8.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0
WARD MELVILLE HIGH SCHOOL,East Setauket,NY,25.0,15.0,7.0,0.0,0.0,5.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
MANHATTAN CENTER FOR SCIENCE A,New York,NY,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOX LANE HIGH SCHOOL,Bedford,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISKAYUNA HIGH SCHOOL,Niskayuna,NY,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDWARD R MURROW HIGH SCHOOL,Brooklyn,NY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE STONY BROOK SCHOOL,Stony Brook,NY,37.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLAGE SCHOOL,Great Neck,NY,58.0,23.0,31.0,0.0,0.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0
HORACE MANN SCHOOL,Bronx,NY,25.0,12.0,10.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0
CORNING-PAINTED POST HS,Corning,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLUMBIA GRAMMAR AND PREP SCH,New York,NY,19.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRIENDS ACADEMY,Locust Valley,NY,18.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAYETTEVILLE-MANLIUS HIGH SCH,Manlius,NY,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWIGHT SCHOOL THE,New York,NY,18.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHEATLEY SCHOOL THE,Old Westbury,NY,18.0,8.0,8.0,0.0,0.0,6.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.375,0.0,0.0,0.0,0.3333333333333333,0.0,0.375,0.0
WANTAGH HIGH SCHOOL,Wantagh,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAMARONECK HIGH SCHOOL,Mamaroneck,NY,20.0,11.0,9.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
BROOKLYN LATIN HIGH SCHOOL,Brooklyn,NY,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORACE GREELEY HIGH SCHOOL,Chappaqua,NY,37.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARSDALE HIGH SCHOOL,Scarsdale,NY,65.0,30.0,25.0,0.0,0.0,12.0,3.0,6.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.24,0.0,0.0,0.0,0.18461538461538463,0.0,0.1,0.0
EDGEMONT HIGH SCHOOL,Scarsdale,NY,24.0,13.0,10.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
MILLENNIUM BROOKLYN HIGH SCHL,Brooklyn,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAINVIEW-OLD BETHPAGE JFK HS,Plainview,NY,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONVENT OF THE SACRED HEART,New York,NY,11.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.3,0.0
FRANCIS LEWIS HIGH SCHOOL,Fresh Meadows,NY,16.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALHOUN SCHOOL THE,New York,NY,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALTER PANAS HIGH SCHOOL,Cortlandt Manor,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITHACA HIGH SCHOOL,Ithaca,NY,13.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENJAMIN CARDOZO HIGH SCHOOL,Oakland Gardens,NY,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW YORK CTY LAB SC COLLAB STD,New York,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YORKTOWN HIGH SCHOOL,Yorktown Heights,NY,25.0,15.0,9.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
BYRAM HILLS HIGH SCHOOL,Armonk,NY,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLIND BROOK HIGH SCHOOL,Rye Brook,NY,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAPIN SCHOOL,New York,NY,11.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.3,0.0
SAINT FRANCIS PREPARATORY SCH,Fresh Meadows,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIELDSTON SCHOOL,Bronx,NY,31.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN JAY HIGH SCHOOL,Hopewell Junction,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYOSSET HIGH SCHOOL,Syosset,NY,72.0,31.0,37.0,0.0,0.0,5.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.06944444444444445,0.0,0.0,0.0
BRENTWOOD HIGH SCHOOL,Brentwood,NY,12.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITTSFORD MENDON HIGH SCHOOL,Pittsford,NY,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERKELEY CARROLL SCHOOL,Brooklyn,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOWNSEND HARRIS HIGH SCHOOL,Flushing,NY,21.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EF ACADEMY,Thornwood,NY,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALF HOLLOW HILLS HS EAST,Dix Hills,NY,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEWITT SCHOOL,New York,NY,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HASTINGS HIGH SCHOOL,Hastings On Hudson,NY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGH SCHOOL MATH SCI ENG @CCNY,New York,NY,19.0,6.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0
SHAKER HIGH SCHOOL,Latham,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMACK HIGH SCHOOL,Commack,NY,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW EXPLORATIONS SCI TECH MATH,New York,NY,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JERICHO SENIOR HIGH SCHOOL,Jericho,NY,48.0,18.0,28.0,0.0,0.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
BROWNING SCHOOL,New York,NY,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPENCE SCHOOL,New York,NY,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREVOR DAY SCHOOL,New York,NY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STUYVESANT HIGH SCHOOL,New York,NY,110.0,45.0,50.0,0.0,0.0,10.0,5.0,0.0,0,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.1111111111111111,0.0
JOHN MILLER GREAT NECK N HS,Great Neck,NY,27.0,8.0,15.0,0.0,0.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0
STORM KING SCHOOL,Cornwall On Hudson,NY,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STATEN ISLAND TECHNICAL HS,Staten Island,NY,21.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRINITY SCHOOL,New York,NY,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTRE DAME SCHOOL,New York,NY,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST HAMPTON HIGH SCHOOL,East Hampton,NY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW YORK CITY MUSEUM SCHOOL,New York,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIGHTINGALE-BAMFORD SCHOOL,New York,NY,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPPAN ZEE HIGH SCHOOL,Orangeburg,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLBROOK SCHOOL,Millbrook,NY,13.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0
NEW ROCHELLE HIGH SCHOOL #1,New Rochelle,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANHASSET HIGH SCHOOL,Manhasset,NY,21.0,9.0,11.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0
MIDWOOD HS AT BROOKLYN COLLEGE,Brooklyn,NY,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASIS INDEPENDENT BROOKLYN,Brooklyn,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRONX HIGH SCHOOL OF SCIENCE,Bronx,NY,77.0,36.0,33.0,0.0,0.0,10.0,4.0,6.0,0,0.0,4.0,0.0,3.0,0,0,0.0,0.0,0.18181818181818182,0.5,0.0,0.0,0.12987012987012986,0.4,0.1111111111111111,0.0
GRACE CHURCH SCHOOL,New York,NY,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOBBS FERRY HIGH SCHOOL,Dobbs Ferry,NY,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.0,0.0
KELLENBERG MEMORIAL HS,Uniondale,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYE NECK HIGH SCHOOL,Mamaroneck,NY,12.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
XAVIER HIGH SCHOOL,New York,NY,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIARCLIFF HIGH SCHOOL,Briarcliff Manor,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACKER COLLEGIATE INSTITUTE,Brooklyn,NY,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERRICKS SENIOR HIGH SCHOOL,New Hyde Park,NY,35.0,16.0,16.0,0.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.25,0.0
MASTERS SCHOOL THE,Dobbs Ferry,NY,28.0,14.0,13.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
HARBORFIELDS HIGH SCHOOL,Greenlawn,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLD SPRING HARBOR JUNIOR-SENIOR HS,Cold Spring Harbor,NY,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVENUES NEW YORK,New York,NY,33.0,19.0,11.0,0.0,0.0,4.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.21052631578947367,0.0
HUNTER COLLEGE HIGH SCHOOL,New York,NY,51.0,18.0,24.0,0.0,0.0,11.0,7.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.21568627450980393,0.0,0.3888888888888889,0.0
POLY PREP COUNTRY DAY SCHOOL,Brooklyn,NY,22.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORDHAM PREPARATORY SCHOOL,Bronx,NY,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH SHORE HIGH SCHOOL,Glen Head,NY,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,NY,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEMAN MANHATTAN PREPARATORY,New York,NY,21.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARD HIGH SCHOOL EARLY COLLEGE,New York,NY,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW YORK,,NY,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALF HOLLOW HILLS HS WEST,Dix Hills,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMMA WILLARD SCHOOL,Troy,NY,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIORELLO H LAGUARDIA HS MUSIC,New York,NY,28.0,21.0,5.0,0.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.19047619047619047,0.0
HACKLEY SCHOOL,Tarrytown,NY,11.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.5,0.0
NICHOLS SCHOOL,Buffalo,NY,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNITED NATIONS INTERNATL SCH,New York,NY,22.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITTSFORD SUTHERLAND HS,Pittsford,NY,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLUMBIA SECONDARY SCHOOL,New York,NY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAUL D SCHREIBER SENIOR HIGH,Port Washington,NY,18.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUEENS HS FOR SCIENCE YORK COL,Jamaica,NY,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITHTOWN HIGH SCHOOL EAST,Saint James,NY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROFESSIONAL PERFORMNG ARTS SC,New York,NY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMSVILLE EAST HIGH SCHOOL,East Amherst,NY,17.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST END SECONDARY SCHOOL,New York,NY,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
