School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_Other,Yield_Other,Acceptance_Male,Yield_Male,Acceptance_Unknown,Yield_Unknown,Acceptance_All,Yield_All,Acceptance_Female,Yield_Female
INNOVATION ACADEMY,Alpharetta,GA,13.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARVEST CHRISTIAN ACADEMY,Barrigada,GU,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FATHER DUENAS MEMORIAL HIGH SC,Chalan Pago,GU,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT JOHNS SCHOOL,Tamuning,GU,18.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILILANI HIGH SCHOOL,Mililani,HI,16.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOLANI SCHOOL,Honolulu,HI,49.0,30.0,18.0,0.0,0.0,6.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.12244897959183673,0.0,0.0,0.0
KEALAKEHE HIGH SCHOOL,Kailua Kona,HI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT LOUIS SCHOOL,Honolulu,HI,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISLAND PACIFIC ACADEMY,Kapolei,HI,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAIPAHU HIGH SCHOOL,Waipahu,HI,16.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAUAI HIGH SCHOOL,Lihue,HI,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRESIDENT THEODORE ROOSEVELT HS,Honolulu,HI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOANALUA HIGH SCHOOL,Honolulu,HI,18.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADFORD HIGH SCHOOL,Honolulu,HI,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARYKNOLL HIGH SCHOOL,Honolulu,HI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE JARDIN ACADEMY,Kailua,HI,20.0,16.0,0.0,0.0,0.0,6.0,4.0,0.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.25,0.0
KALANI HIGH SCHOOL,Honolulu,HI,20.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENRY J KAISER HIGH SCHOOL,Honolulu,HI,15.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWAII BAPTIST ACADEMY,Honolulu,HI,13.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KING KEKAULIKE HIGH SCHOOL,Makawao,HI,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALAHEO HIGH SCHOOL,Kailua,HI,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAMEHAMEHA SCHOOLS: KAPALAMA C,Honolulu,HI,27.0,14.0,13.0,0.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.2857142857142857,0.0
KONAWAENA HIGH SCHOOL,Kealakekua,HI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWAII PREPARATORY ACADEMY,Kamuela,HI,15.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNAHOU SCHOOL,Honolulu,HI,147.0,65.0,69.0,0.0,0.0,15.0,7.0,7.0,0,0.0,7.0,0.0,4.0,0,0,0.0,0.0,0.10144927536231885,0.5714285714285714,0.0,0.0,0.10204081632653061,0.4666666666666667,0.1076923076923077,0.0
MAUI HIGH SCHOOL,Kahului,HI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MID-PACIFIC INSTITUTE,Honolulu,HI,30.0,18.0,12.0,0.0,0.0,5.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
ISLAND SCHOOL,Lihue,HI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPAA HIGH SCHOOL,Kapaa,HI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SACRED HEARTS ACADEMY HS,Honolulu,HI,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAILUA HIGH SCHOOL,Kailua,HI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAMES CAMPBELL HIGH SCHOOL,Ewa Beach,HI,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEABURY HALL,Makawao,HI,22.0,8.0,11.0,0.0,0.0,6.0,0.0,4.0,0,0.0,4.0,0.0,3.0,0,0,0.0,0.0,0.36363636363636365,0.75,0.0,0.0,0.2727272727272727,0.6666666666666666,0.0,0.0
KAMEHAMEHA SCHOOLS MAUI,Makawao,HI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARISHI SCHOOL,Fairfield,IA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSTON HIGH SCHOOL,Johnston,IA,9.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.375,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
RIVERMONT COLLEGIATE,Bettendorf,IA,52.0,26.0,26.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0
VALLEY HIGH SCHOOL,West Des Moines,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMES HIGH SCHOOL,Ames,IA,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTHWEST HIGH SCHOOL,Waukee,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEASANT VALLEY HIGH SCHOOL,Bettendorf,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINN MAR HIGH SCHOOL,Marion,IA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BISHOP KELLY HIGH SCHOOL,Boise,ID,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOISE HIGH SCHOOL,Boise,ID,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERIDIAN HIGH SCHOOL,Meridian,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAISSANCE HIGH SCHOOL,Meridian,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUN VALLEY COMMUNITY SCHOOL,Sun Valley,ID,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMBERLINE HIGH SCHOOL,Boise,ID,20.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOOD RIVER HIGH SCHOOL,Hailey,ID,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIVERSITY LABORATORY HIGH SCHOOL,Urbana,IL,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDBLOM MATH AND SCIENCE ACAD,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOFFMAN ESTATES HIGH SCHOOL,Hoffman Estates,IL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPERVILLE CENTRAL HIGH SCHOOL,Naperville,IL,22.0,7.0,12.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0
LYONS TOWNSHIP HIGH SCHOOL,La Grange,IL,18.0,14.0,0.0,0.0,0.0,4.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.21428571428571427,0.0
DEERFIELD HIGH SCHOOL,Deerfield,IL,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIV OF CHICAGO LABORATORY HS,Chicago,IL,40.0,18.0,20.0,0.0,0.0,7.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.15,0.0,0.0,0.0,0.175,0.0,0.2222222222222222,0.0
LYCEE FRANCAIS DE CHICAGO,Chicago,IL,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATIN SCHOOL OF CHICAGO,Chicago,IL,24.0,10.0,12.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
GLENBROOK NORTH HIGH SCHOOL,Northbrook,IL,33.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URBANA HIGH SCHOOL,Urbana,IL,18.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,53.0,27.0,22.0,0.0,0.0,6.0,3.0,3.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.11320754716981132,0.5,0.1111111111111111,0.0
KENWOOD ACADEMY,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGE WESTINGHOUSE HIGH SCHL,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE FOREST ACADEMY,Lake Forest,IL,39.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCIS W PARKER SCHOOL,Chicago,IL,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLN PARK HIGH SCHOOL,Chicago,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINE EAST HIGH SCHOOL,Park Ridge,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORMAL COMMUNITY HIGH SCHOOL,Normal,IL,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT CHARLES NORTH HS,Saint Charles,IL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE ZURICH SENIOR HIGH SCHOOL,Lake Zurich,IL,16.0,9.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
BUFFALO GROVE HIGH SCHOOL,Buffalo Grove,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHWOODS HIGH SCHOOL,Peoria,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT IGNATIUS COLLEGE PREP,Chicago,IL,16.0,8.0,8.0,0.0,0.0,4.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.0
GLENBROOK SOUTH HIGH SCHOOL,Glenview,IL,27.0,15.0,10.0,0.0,0.0,5.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.6,0.2,0.0
LAKE FOREST HIGH SCHOOL,Lake Forest,IL,17.0,8.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0
LOYOLA ACADEMY,Wilmette,IL,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLLING MEADOWS HIGH SCHOOL,Rolling Meadows,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEPAUL COLLEGE PREP,Chicago,IL,16.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINSDALE CENTRAL HIGH SCHOOL,Hinsdale,IL,54.0,29.0,23.0,0.0,0.0,8.0,0.0,6.0,0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.2608695652173913,0.5,0.0,0.0,0.14814814814814814,0.375,0.0,0.0
WALTER PAYTON COLL PREP SCHOOL,Chicago,IL,76.0,37.0,37.0,0.0,0.0,12.0,4.0,7.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.1891891891891892,0.0,0.0,0.0,0.15789473684210525,0.0,0.10810810810810811,0.0
WILLIAM H TAFT HIGH SCHOOL,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTHSIDE COLLEGE PREP HS,Chicago,IL,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIBERTYVILLE HIGH SCHOOL,Libertyville,IL,21.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIAN CATHOLIC HIGH SCHOOL,Chicago Heights,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADLAI E STEVENSON HIGH SCHOOL,Lincolnshire,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS MATH & SCIENCE ACADEMY,Aurora,IL,32.0,14.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0
GLENBARD WEST HIGH SCHOOL,Glen Ellyn,IL,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAK PARK & RIVER FOREST HS,Oak Park,IL,28.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROSPECT HIGH SCHOOL,Mount Prospect,IL,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHAUMBURG HIGH SCHOOL,Schaumburg,IL,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCAMORE HIGH SCHOOL,Sycamore,IL,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAUBONSIE VALLEY HIGH SCHOOL,Aurora,IL,25.0,6.0,18.0,0.0,0.0,4.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.16,0.0,0.0,0.0
MAINE SOUTH HIGH SCHOOL,Park Ridge,IL,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YORK COMMUNITY HIGH SCHOOL,Elmhurst,IL,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAMES B CONANT HIGH SCHOOL,Hoffman Estates,IL,16.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAINFIELD NORTH HIGH SCHOOL,Plainfield,IL,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NILES TOWNSHIP WEST HS,Skokie,IL,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAM FREMD HIGH SCHOOL,Palatine,IL,39.0,19.0,20.0,0.0,0.0,6.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
METEA VALLEY HIGH SCHOOL,Aurora,IL,29.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NILES NORTH HIGH SCHOOL,Skokie,IL,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMPSHIRE HIGH SCHOOL,Hampshire,IL,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANE TECHNICAL COLLEGE PREP HS,Chicago,IL,67.0,41.0,23.0,0.0,0.0,12.0,9.0,3.0,0,0.0,6.0,4.0,0.0,0,0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.1791044776119403,0.5,0.21951219512195122,0.4444444444444444
BRITISH INTRNTL SCH CHICAGO S LOOP,Chicago,IL,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLN-WAY CENTRAL HS,New Lenox,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARIST HIGH SCHOOL,Chicago,IL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPERVILLE NORTH HIGH SCHOOL,Naperville,IL,32.0,16.0,12.0,0.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.25,0.0
HIGHLAND PARK HIGH SCHOOL,Highland Park,IL,30.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONES COLLEGE PREP,Chicago,IL,46.0,31.0,13.0,0.0,0.0,9.0,9.0,0.0,0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1956521739130435,0.4444444444444444,0.2903225806451613,0.4444444444444444
DOWNERS GROVE NORTH HIGH SCHOOL,Downers Grove,IL,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUQUA VALLEY HIGH SCHOOL,Naperville,IL,44.0,20.0,20.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0
MORGAN PARK ACADEMY,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
